组织名称,部门名称,a_position,b_position,relationship
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,大管轮,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,安全监督部安全信息化建设岗,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,实习三副,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,实习大管轮,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,实习水手,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,实习船长兼大副,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,客轮轮机员,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,工人,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,技术员,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,接待员,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,教师,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,机工,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,机工、三管轮,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,水兵,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,水手,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,水手、乘务长,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,港口业务中心操作员（操作序列）,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,港口业务中心生产班组操作员,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,物流-华南液化气-船务部-水手/机工,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,电工,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,电气员,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,维修工,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,船务业务中心船舶船员,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,船务业务中心船舶调度经理,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,船务业务中心船舶调度资深主管,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,船员,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,船长,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,荷官,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,蛇口邮轮母港（迅隆船务）旅客服务部值机组高级主管,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,蛇口邮轮母港（迅隆船务）旅客服务部旅客服务组服务员,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,蛇口邮轮母港（迅隆船务）码头操作部技术保障主管,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,蛇口邮轮母港（迅隆船务）码头操作部操作组服务员,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,蛇口邮轮母港（迅隆船务）船舶乘务员,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,蛇口邮轮母港（迅隆船务）船舶乘务长,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,蛇口邮轮母港（迅隆船务）船舶水手,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,蛇口邮轮母港（迅隆船务）船舶船长,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,蛇口邮轮母港（迅隆船务）船舶见习三副,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,蛇口邮轮母港（迅隆船务）船舶轮机员,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,蛇口邮轮母港（迅隆船务）船舶轮机长,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,蛇口邮轮母港（迅隆船务）船舶驾驶员,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,见习三管轮,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,设备管理员,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,质检员,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,质量管理,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,车工,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,轮机员,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,轮机员、轮机长,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,轮机长,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,迅隆船务甲板部见习三副,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,迅隆船务船舶乘务员,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,迅隆船务船舶乘务长,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,迅隆船务船舶服务组维修工,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,迅隆船务船舶水手,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,迅隆船务船舶船长,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,迅隆船务船舶轮机员,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,迅隆船务船舶轮机长,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,迅隆船务船舶驾驶员,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,迅隆船务轮机部见习三管轮,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,邮轮事业部船务管理中心部门操作岗,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,邮轮事业部船务管理中心高级主管,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,问询,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,餐厅副经理,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,餐厅经理,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,餐饮经理,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,餐饮部主管,0
招商邮轮,船务业务中心-船舶,船务业务中心船舶船员,驾驶员,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶驾驶员,大管轮兼实习轮机长,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶驾驶员,船务业务中心船舶驾驶员,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶驾驶员,轮机,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶驾驶员,轮机员,1
招商邮轮,船务业务中心-船舶,船务业务中心船舶驾驶员,轮机长,1
招商邮轮,港口业务中心-生产班组,港口业务中心专业经理（操作序列）,主管,0
招商邮轮,港口业务中心-生产班组,港口业务中心专业经理（操作序列）,公司-操作序列-事业部本部操作岗,1
招商邮轮,港口业务中心-生产班组,港口业务中心专业经理（操作序列）,技术员,0
招商邮轮,港口业务中心-生产班组,港口业务中心专业经理（操作序列）,招港客运客运部主管,0
招商邮轮,港口业务中心-生产班组,港口业务中心专业经理（操作序列）,港口业务中心专业经理（操作序列）,1
招商邮轮,港口业务中心-生产班组,港口业务中心专业经理（操作序列）,港口业务中心资深主管（操作序列）,1
招商邮轮,港口业务中心-生产班组,港口业务中心专业经理（操作序列）,港口业务中心高级主管（操作序列）,1
招商邮轮,港口业务中心-生产班组,港口业务中心专业经理（操作序列）,现场主管,1
招商邮轮,港口业务中心-生产班组,港口业务中心专业经理（操作序列）,管理员,0
招商邮轮,港口业务中心-生产班组,港口业务中心专业经理（操作序列）,组长,0
招商邮轮,港口业务中心-生产班组,港口业务中心专业经理（操作序列）,终端主管,0
招商邮轮,港口业务中心-生产班组,港口业务中心专业经理（操作序列）,营业员,0
招商邮轮,港口业务中心-生产班组,港口业务中心专业经理（操作序列）,蛇口邮轮母港（迅隆船务）旅客服务部旅客服务组值班副经理,0
招商邮轮,港口业务中心-生产班组,港口业务中心专业经理（操作序列）,蛇口邮轮母港（迅隆船务）旅客服务部旅客服务组值班经理,0
招商邮轮,港口业务中心-生产班组,港口业务中心专业经理（操作序列）,蛇口邮轮母港（迅隆船务）码头操作部操作组高级主管,1
招商邮轮,港口业务中心-生产班组,港口业务中心专员（操作序列）,ebay操作员,0
招商邮轮,港口业务中心-生产班组,港口业务中心专员（操作序列）,ebay运营,0
招商邮轮,港口业务中心-生产班组,港口业务中心专员（操作序列）,公司-操作序列-事业部本部操作岗,1
招商邮轮,港口业务中心-生产班组,港口业务中心专员（操作序列）,助理,0
招商邮轮,港口业务中心-生产班组,港口业务中心专员（操作序列）,员工,0
招商邮轮,港口业务中心-生产班组,港口业务中心专员（操作序列）,商务顾问,0
招商邮轮,港口业务中心-生产班组,港口业务中心专员（操作序列）,招港客运客运部码头服务员,0
招商邮轮,港口业务中心-生产班组,港口业务中心专员（操作序列）,招港客运市场与客户服务部文员,0
招商邮轮,港口业务中心-生产班组,港口业务中心专员（操作序列）,港口业务中心专员（操作序列）,1
招商邮轮,港口业务中心-生产班组,港口业务中心专员（操作序列）,港口业务中心初级操作员（操作序列）,1
招商邮轮,港口业务中心-生产班组,港口业务中心专员（操作序列）,港口业务中心操作员（操作序列）,1
招商邮轮,港口业务中心-生产班组,港口业务中心专员（操作序列）,港口业务中心生产班组操作员,1
招商邮轮,港口业务中心-生产班组,港口业务中心专员（操作序列）,职员,0
招商邮轮,港口业务中心-生产班组,港口业务中心专员（操作序列）,蛇口邮轮母港（迅隆船务）旅客服务部值机组值机员,0
招商邮轮,港口业务中心-生产班组,港口业务中心专员（操作序列）,蛇口邮轮母港（迅隆船务）旅客服务部旅客服务组主管,0
招商邮轮,港口业务中心-生产班组,港口业务中心专员（操作序列）,蛇口邮轮母港（迅隆船务）旅客服务部旅客服务组服务员,0
招商邮轮,港口业务中心-生产班组,港口业务中心专员（操作序列）,蛇口邮轮母港（迅隆船务）旅客服务部票务组服务员,0
招商邮轮,港口业务中心-生产班组,港口业务中心专员（操作序列）,蛇口邮轮母港（迅隆船务）码头操作部操作组主管,1
招商邮轮,港口业务中心-生产班组,港口业务中心专员（操作序列）,蛇口邮轮母港（迅隆船务）码头操作部操作组服务员,1
招商邮轮,港口业务中心-生产班组,港口业务中心专员（操作序列）,蛇口邮轮母港（迅隆船务）船舶轮机员,0
招商邮轮,港口业务中心-生产班组,港口业务中心专员（操作序列）,轮机员,0
招商邮轮,港口业务中心-生产班组,港口业务中心专员（操作序列）,迅隆船务船舶轮机员,0
招商邮轮,港口业务中心-生产班组,港口业务中心专员（操作序列）,邮轮事业部运作保障部生产班组员工,0
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,值机员,0
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,值机文员,0
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,公司-操作序列-事业部本部操作岗,1
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,助理文员,0
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,单证员,1
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,单证文员,0
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,员工,0
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,客服员,0
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,客服组长,0
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,工人,0
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,招港客运安全技术部维修工,0
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,招港客运客运部码头服务员,0
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,文员,0
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,渠道拓展,0
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,港口业务中心主管（操作序列）,1
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,港口业务中心高级专员（操作序列）,1
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,物业深圳公司海上世界海滨商业中心工程管理部工程技工,0
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,物业深圳公司邮轮中心项目前期工作组工程部维修工,0
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,物业深圳公司邮轮母港物业管理中心工程部维修工,0
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,物业深圳公司邮轮母港物业管理中心工程部维修班长,0
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,理货员 业务员,1
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,职员,0
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,蛇口邮轮母港（迅隆船务）旅客服务部安检组安检员,0
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,蛇口邮轮母港（迅隆船务）旅客服务部安检组高级主管,0
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,蛇口邮轮母港（迅隆船务）旅客服务部旅客服务组主管,0
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,蛇口邮轮母港（迅隆船务）旅客服务部旅客服务组高级主管,0
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,蛇口邮轮母港（迅隆船务）旅客服务部系统运维组高级主管,0
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,蛇口邮轮母港（迅隆船务）码头操作部技术保障主管,1
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,蛇口邮轮母港（迅隆船务）码头操作部技术保障组高级主管,1
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,蛇口邮轮母港（迅隆船务）码头操作部操作组高级主管,1
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,设备管理,1
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,迅隆船务船舶服务组客服员,0
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,迅隆船务船舶服务组客服组长,0
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,销售代表,0
招商邮轮,港口业务中心-生产班组,港口业务中心主管（操作序列）,餐饮领班,0
招商邮轮,港口业务中心-生产班组,港口业务中心初级操作员（操作序列）,公司-操作序列-事业部本部操作岗,1
招商邮轮,港口业务中心-生产班组,港口业务中心初级操作员（操作序列）,员工,0
招商邮轮,港口业务中心-生产班组,港口业务中心初级操作员（操作序列）,招港客运物业管理部物业员,0
