组织名称,部门名称,a_position,b_position,relationship
招商局检测技术控股有限公司,人力资源部/党委组织部,招商检测临时职位,人力资源部薪酬处经理,0
招商局检测技术控股有限公司,人力资源部/党委组织部,招商检测临时职位,代发薪岗位,0
招商局检测技术控股有限公司,人力资源部/党委组织部,招商检测临时职位,企业管理处专责,0
招商局检测技术控股有限公司,人力资源部/党委组织部,招商检测临时职位,借调干部,0
招商局检测技术控股有限公司,人力资源部/党委组织部,招商检测临时职位,招商检测临时职位,1
招商局检测技术控股有限公司,人力资源部/党委组织部,招商检测临时职位,挂职锻炼,0
招商局检测技术控股有限公司,人力资源部/党委组织部,招商检测临时职位,薪酬绩效处专责,0
招商局检测技术控股有限公司,人力资源部/党委组织部,招商检测临时职位,薪酬绩效处副处长,0
招商局检测技术控股有限公司,人力资源部/党委组织部,招商检测临时职位,薪酬绩效处处长,0
招商局检测技术控股有限公司,人力资源部/党委组织部,招商检测临时职位,部门副职,0
招商局检测技术控股有限公司,综合管理部/党委办公室,部门主管,部门主管,1
招商局检测技术控股有限公司,综合管理部/党委办公室,高级主管,高级主管,1
