组织名称,部门名称,a_position,b_position,relationship
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,IT技术助理工程师二级-开发支持,信息系统管理,0
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,IT技术助理工程师二级-开发支持,工程部高级主管,0
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,IT技术助理工程师二级-开发支持,待业,0
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,IT技术助理工程师二级-开发支持,综合保障团队工程高级主管,0
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,综合管理高级主管-综合管理,业务主管,0
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,综合管理高级主管-综合管理,业务员,0
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,综合管理高级主管-综合管理,办公室-安监部经理[兼职],0
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,综合管理高级主管-综合管理,办公室主管,1
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,综合管理高级主管-综合管理,市场推广,0
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,综合管理高级主管-综合管理,快件货运业务部主管,0
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,综合管理高级主管-综合管理,快件部主管,0
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,综合管理高级主管-综合管理,综合保障团队安监经理,1
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,综合管理高级主管-综合管理,综合管理主管-综合管理,1
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,综合管理高级主管-综合管理,综合管理高级主管-综合管理,1
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,行政助理主管-行政,办公室行政助理,1
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,行政助理主管-行政,快件货运业务部客服员,0
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,行政助理主管-行政,快件部仓管员,0
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,行政助理主管-行政,综合保障团队行政助理,1
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,行政助理主管-行政,行政助理主管-行政,1
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,财务主管-会计,客户服务助理主管-客服,0
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,财务主管-会计,客服团队快件货运客服员,0
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,财务主管-会计,快件货运业务部客服员,0
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,财务主管-会计,财务主管-会计,1
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,财务主管-会计,财务部会计员,1
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,财务高级专员-会计,会计,1
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,财务高级专员-会计,佛山分公司财务部会计员,1
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,财务高级专员-会计,结算/计费/信控专员-结算,1
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,财务高级专员-会计,综合保障团队会计员,1
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,财务高级专员-会计,财务部会计员,1
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,财务高级专员-会计,财务高级专员-会计,1
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,运营管理主管-运营管理,办公室主管,0
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,运营管理主管-运营管理,工程技术,0
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,运营管理主管-运营管理,工程部经理,0
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,运营管理主管-运营管理,技术开发,0
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,运营管理主管-运营管理,综合保障团队工程经理,0
佛山中外运快件管理报关有限公司,佛山快件营业部综合保障团队,运营管理主管-运营管理,运营管理主管-运营管理,1
佛山中外运快件管理报关有限公司,佛山快件营业部销售团队,运营管理主管-质效提升,EDI录用员,0
佛山中外运快件管理报关有限公司,佛山快件营业部销售团队,运营管理主管-质效提升,保税仓储业务部主管,0
佛山中外运快件管理报关有限公司,佛山快件营业部销售团队,运营管理主管-质效提升,市场营销部专员,0
佛山中外运快件管理报关有限公司,佛山快件营业部销售团队,运营管理主管-质效提升,快件部主管,0
佛山中外运快件管理报关有限公司,佛山快件营业部销售团队,运营管理主管-质效提升,运营管理主管-质效提升,1
佛山中外运快件管理报关有限公司,佛山快件营业部销售团队,运营管理主管-质效提升,销售团队销售员,0
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,IT技术助理工程师二级-网络环境支持,EDI录入员,0
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,IT技术助理工程师二级-网络环境支持,IT技术助理工程师二级-网络环境支持,1
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,IT技术助理工程师二级-网络环境支持,工程部IT助理,1
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,IT技术助理工程师二级-网络环境支持,工程部IT员,1
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,IT技术助理工程师二级-网络环境支持,待业,0
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,IT技术助理工程师二级-网络环境支持,操作团队工程IT员,1
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,IT技术助理工程师二级-网络环境支持,网络管理人员,1
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,基础类技师三级-仓管,业务部主管,0
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,基础类技师三级-仓管,业务部内务,0
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,基础类技师三级-仓管,保税仓仓管员,1
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,基础类技师三级-仓管,保税仓储业务部仓管员,1
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,基础类技师三级-仓管,基础类技师三级-仓管,1
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,基础类技师三级-仓管,待业,0
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,基础类技师三级-仓管,快件货运业务部仓管员,1
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,基础类技师三级-仓管,快件货运业务部客服员,0
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,基础类技师三级-仓管,快件货运业务部电商操作员,0
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,基础类技师三级-仓管,快件部仓管员,1
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,基础类技师三级-仓管,快件部理货员,1
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,基础类技师三级-仓管,操作团队快件货运仓管员,1
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,运作管理主管-仓库管理,EDI录入员,0
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,运作管理主管-仓库管理,业务员,0
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,运作管理主管-仓库管理,快件货运业务部主管,0
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,运作管理主管-仓库管理,快件部主管,0
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,运作管理主管-仓库管理,操作团队快件货运主管,1
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,运作管理主管-仓库管理,理货员,1
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,运作管理主管-仓库管理,电脑安装及维修,0
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,运作管理主管-仓库管理,营业员,0
佛山中外运快件管理报关有限公司,佛山快件营业部操作团队,运作管理主管-仓库管理,运作管理主管-仓库管理,1
佛山中外运快件管理报关有限公司,佛山快件营业部客服团队,客户服务高级专员-客服,客户服务高级专员-客服,1
佛山中外运快件管理报关有限公司,佛山快件营业部客服团队,客户服务高级专员-客服,客服团队快件货运客服员,1
佛山中外运快件管理报关有限公司,佛山快件营业部客服团队,客户服务高级专员-客服,待业,0
佛山中外运快件管理报关有限公司,佛山快件营业部客服团队,客户服务高级专员-客服,快件货运业务部EDI录入员,0
佛山中外运快件管理报关有限公司,佛山快件营业部客服团队,客户服务高级专员-客服,快件货运业务部客服员,1
佛山中外运快件管理报关有限公司,佛山快件营业部客服团队,客户服务高级专员-客服,快件部仓管员,0
佛山中外运快件管理报关有限公司,佛山快件营业部客服团队,客户服务高级专员-客服,文员,0
佛山中外运快件管理报关有限公司,佛山快件营业部客服团队,客户服务高级专员-客服,销售员,0
中外运香港空运发展有限公司,香港公司财务部,财务主管,财务主管,1
中外运香港空运发展有限公司,香港公司财务部,财务结算部出纳员,其他,0
中外运香港空运发展有限公司,香港公司财务部,财务结算部出纳员,待业,0
中外运香港空运发展有限公司,香港公司财务部,财务结算部出纳员,结算员,1
中外运香港空运发展有限公司,香港公司财务部,财务结算部出纳员,财务结算部出纳员,1
中外运香港空运发展有限公司,香港公司财务部,财务结算部出纳员,财务部文员,1
中外运香港空运发展有限公司,香港公司财务部,财务结算部经理,Accountant & Admin,1
中外运香港空运发展有限公司,香港公司财务部,财务结算部经理,Accoutant&Admin,1
中外运香港空运发展有限公司,香港公司财务部,财务结算部经理,Assitant Accouting Supervisor,1
中外运香港空运发展有限公司,香港公司财务部,财务结算部经理,Senior Accounting Clerk&Admin,1
中外运香港空运发展有限公司,香港公司财务部,财务结算部经理,无,0
中外运香港空运发展有限公司,香港公司财务部,财务结算部经理,财务经理,1
中外运香港空运发展有限公司,香港公司财务部,财务结算部经理,财务结算部副经理,1
中外运香港空运发展有限公司,香港公司财务部,财务结算部经理,财务结算部经理,1
中外运香港空运发展有限公司,香港公司财务部,财务结算部结算员,财务结算部结算员,1
中外运香港空运发展有限公司,香港公司财务部,财务结算部结算员,销售,0
中外运香港空运发展有限公司,香港公司人事行政部,人事行政部副经理,人事行政部主管,1
中外运香港空运发展有限公司,香港公司人事行政部,人事行政部副经理,人事行政部副经理,1
中外运香港空运发展有限公司,香港公司人事行政部,人事行政部副经理,财会行政部主管,0
中外运香港空运发展有限公司,香港公司人事行政部,人事行政部副经理,财务结算部经理,0
中外运香港空运发展有限公司,香港公司人事行政部,人事行政部副经理,财务结算部结算员,0
中外运香港空运发展有限公司,香港公司人事行政部,人事行政部文员,人事行政部文员,1
中外运香港空运发展有限公司,香港公司人事行政部,人事行政部文员,行政主任,1
中外运香港空运发展有限公司,香港公司国际空运部,货运部操作员,MANAGERESS,0
中外运香港空运发展有限公司,香港公司国际空运部,货运部操作员,业务经理,0
中外运香港空运发展有限公司,香港公司国际空运部,货运部操作员,无,0
中外运香港空运发展有限公司,香港公司国际空运部,货运部操作员,货运部操作员,1
中外运香港空运发展有限公司,香港公司国际空运部,货运部经理,MANAGER,1
中外运香港空运发展有限公司,香港公司国际空运部,货运部经理,业务总监,0
中外运香港空运发展有限公司,香港公司国际空运部,货运部经理,无,0
中外运香港空运发展有限公司,香港公司国际空运部,货运部经理,货运部经理,1
中外运香港空运发展有限公司,香港公司综合物流部,综合物流部经理,会计文员,0
中外运香港空运发展有限公司,香港公司综合物流部,综合物流部经理,出口中国部经理,0
中外运香港空运发展有限公司,香港公司综合物流部,综合物流部经理,客户服务部经理,0
中外运香港空运发展有限公司,香港公司综合物流部,综合物流部经理,综合物流部经理,1
中外运香港空运发展有限公司,香港公司综合物流部,综合物流部经理,货运部经理,1
中外运香港空运发展有限公司,香港公司综合物流部,综合物流部经理,货运部经理3,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-报关报检,作业部关务处理部制单报关员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-报关报检,作业部关务处理部报检员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-报关报检,关务处理部报关员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-报关报检,关务处理部报检员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-报关报检,关务处理部现场操作员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-报关报检,关务部制单报关员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-报关报检,关务部现场报关员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-报关报检,制单专员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-报关报检,国检项目组报关员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-报关报检,客服专员,0
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-报关报检,广州分公司操作部制单报关员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-报关报检,广州分公司操作部报检员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-报关报检,待业,0
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-报关报检,报关员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-报关报检,操作员,0
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-报关报检,操作团队制单报关员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-报关报检,操作团队现场报关员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-报关报检,操作管理部操作员,0
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-报关报检,服务交付助理主管-报关报检,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-联检查验,作业部关务处理部现场操作员,0
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-联检查验,关务处理部现场报关员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-联检查验,关务处理部现场操作员,0
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-联检查验,关务部现场报关员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-联检查验,广州分公司操作部关务操作员,0
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-联检查验,待业,0
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-联检查验,操作团队现场报关员,0
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付助理主管-联检查验,服务交付助理主管-联检查验,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级专员-报关报检,作业代表,0
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级专员-报关报检,作业部关务处理部制单报关员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级专员-报关报检,作业部关务处理部现场操作员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级专员-报关报检,信息处理员,0
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级专员-报关报检,关务处理部打单员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级专员-报关报检,关务处理部报关员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级专员-报关报检,关务处理部现场报关员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级专员-报关报检,关务处理部现场操作员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级专员-报关报检,关务部制单报关员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级专员-报关报检,关务部现场报关员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级专员-报关报检,分拣,0
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级专员-报关报检,国际货运部作业部卡车航班部信息处理组助理主管,0
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级专员-报关报检,广州分公司操作部制单报关员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级专员-报关报检,广州分公司操作部现场报关员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级专员-报关报检,操作团队制单报关员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级专员-报关报检,操作团队现场报关员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级专员-报关报检,服务交付高级专员-报关报检,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级专员-报关报检,行李分拣,0
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级专员-报关报检,进口报关员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级主管-报关报检,作业部关务处理部制单报关员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级主管-报关报检,关务处理部报关员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级主管-报关报检,关务部制单报关主管,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级主管-报关报检,广州分公司操作部关务主管,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级主管-报关报检,待业,0
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级主管-报关报检,报关员,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级主管-报关报检,操作团队制单报关主管,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级主管-报关报检,服务交付高级主管-报关报检,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,服务交付高级主管-报关报检,运作管理主管-业务项目管理,0
广州新运国际货运代理有限公司,广州新运营业部操作团队,运作管理助理主管-业务项目管理,作业部关务处理部现场报关员,0
广州新运国际货运代理有限公司,广州新运营业部操作团队,运作管理助理主管-业务项目管理,关务处理部现场报关员,0
广州新运国际货运代理有限公司,广州新运营业部操作团队,运作管理助理主管-业务项目管理,关务部保税业务组长,0
广州新运国际货运代理有限公司,广州新运营业部操作团队,运作管理助理主管-业务项目管理,关务部现场报关员,0
广州新运国际货运代理有限公司,广州新运营业部操作团队,运作管理助理主管-业务项目管理,国检项目组操作主管,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,运作管理助理主管-业务项目管理,国检项目部经理助理,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,运作管理助理主管-业务项目管理,广州分公司操作部现场报关员,0
广州新运国际货运代理有限公司,广州新运营业部操作团队,运作管理助理主管-业务项目管理,操作员,0
广州新运国际货运代理有限公司,广州新运营业部操作团队,运作管理助理主管-业务项目管理,操作团队保税业务组长,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,运作管理助理主管-业务项目管理,操作团队经理助理,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,运作管理助理主管-业务项目管理,运作管理助理主管-业务项目管理,1
广州新运国际货运代理有限公司,广州新运营业部操作团队,运作管理助理主管-业务项目管理,运作管理高级专员-业务项目管理,1
广州新运国际货运代理有限公司,广州新运营业部客服团队,客户服务专员-客服,主管,0
